q1,q2,q3,q4,q5,q6,q7,q12,q13,q15,q18,q24
7,2,4,2,E,1.65,65.32,1,1,1,2,2
3,1,1,2,E,1.68,53.98,1,1,1,1,1
5,1,3,2,E,1.6,86.18,1,1,1,2,2
6,1,4,2,BC,1.57,51.71,1,1,1,1,1
3,1,1,2,E,1.6,43.09,1,1,1,2,2
6,2,2,2,E,1.73,79.38,1,1,1,2,2
7,1,4,2,A   E,1.65,45.36,1,1,1,2,2
4,1,1,2,A   E,1.6,54.89,1,1,1,2,1
5,1,3,2,E,1.68,62.6,1,1,1,1,1
5,1,2,2,E,1.63,51.71,1,1,1,2,2
6,2,3,2,E,1.83,86.18,1,1,1,2,2
6,1,4,2,E,1.57,99.79,1,1,1,2,2
4,2,1,2,E,1.73,61.24,1,1,1,1,2
5,1,2,2,E,1.75,79.38,1,1,1,1,2
3,1,1,2,E,1.68,56.7,1,1,1,1,1
7,1,3,2,E,1.6,68.95,1,1,1,2,2
6,2,3,2,A   E,1.78,144.24,1,1,2,2,2
4,2,1,2,A   E,1.78,61.69,1,1,1,2,2
5,1,2,2,E,1.6,56.7,1,1,1,2,2
4,2,1,2,E,1.7,54.43,1,1,1,2,2
4,2,3,2,AB  E,1.78,65.77,1,,1,,2
4,1,1,2,E,1.63,48.54,1,1,3,2,1
5,1,2,2,E,1.75,56.7,1,1,1,1,1
7,2,4,2,E,1.83,83.01,1,1,1,2,2
6,2,3,2,E,,,5,1,1,2,2
4,1,1,2,E,1.7,81.65,1,1,1,1,1
7,1,4,2,E,1.6,58.97,1,1,1,1,1
4,1,1,2,A   E,,,1,1,1,2,2
5,1,3,2,E,1.6,58.51,1,1,1,2,1
5,2,2,2,E,1.78,109.77,1,1,1,1,1
6,2,3,2,DE,1.68,73.03,1,1,1,2,2
3,1,1,2,E,1.68,52.16,1,1,1,2,2
6,2,4,2,E,1.85,92.99,1,1,1,2,2
6,2,3,2,A   E,1.57,85.73,1,1,1,2,2
6,2,2,2,E,1.8,106.6,1,1,1,2,2
6,2,3,2,E,1.78,86.18,1,1,1,2,2
6,2,4,2,E,1.75,58.97,1,1,1,2,2
3,2,1,2,E,1.8,59.42,1,1,1,2,1
6,2,2,2,A   E,1.83,68.04,1,1,1,2,2
4,2,1,2,E,1.83,99.79,1,1,4,2,1
4,2,2,2,E,1.65,54.43,1,1,1,2,2
6,1,3,2,E,1.7,74.84,1,1,1,2,1
7,1,4,2,A   E,,,1,1,1,2,2
4,1,1,2,D,1.63,54.43,1,1,1,2,1
5,2,2,2,E,1.68,63.5,1,1,1,2,2
4,2,1,2,E,1.7,49.9,1,1,1,2,2
6,2,3,2,E,1.9,73.94,1,1,1,2,1
5,2,2,2,E,,,1,1,1,,1
5,2,3,2,E,1.7,56.7,1,1,1,2,2
7,1,4,2,E,1.57,58.06,1,1,1,1,1
4,2,1,2,E,1.73,77.11,1,1,1,1,1
5,2,2,2,E,1.88,90.72,1,1,3,1,2
4,2,1,2,E,1.75,85.28,1,1,1,2,2
5,2,3,2,E,1.68,47.63,1,1,1,2,1
5,1,2,2,E,,,1,1,1,2,1
6,2,3,1,C,1.8,72.58,1,1,3,1,2
4,1,1,2,E,1.65,62.6,1,1,1,2,1
5,2,2,2,E,1.85,95.26,1,1,3,1,1
7,2,4,2,E,1.75,112.49,1,1,1,1,2
6,1,3,2,E,1.55,63.5,1,1,3,2,2
5,2,2,2,E,1.8,68.04,1,1,1,2,2
6,2,3,2,E,1.88,70.31,1,1,1,2,2
7,2,4,2,E,1.75,62.6,1,1,1,2,2
3,2,1,2,C E,1.85,65.77,2,3,5,1,1
4,1,2,2,E,1.7,61.69,1,1,1,2,1
6,1,4,2,C,1.7,131.09,1,1,1,1,2
4,2,1,2,E,1.78,65.77,1,1,1,2,2
6,2,3,2,E,1.85,131.54,1,1,1,1,1
5,2,2,2,E,1.63,77.11,1,1,1,2,2
6,2,3,2,E,1.85,86.18,1,1,1,2,2
7,1,4,2,E,1.52,47.63,1,1,1,1,2
3,2,1,2,E,1.8,115.67,1,1,1,2,2
5,2,3,2,C E,1.83,72.58,1,1,1,2,2
5,2,2,2,E,1.65,55.79,1,1,1,2,1
6,2,3,2,E,1.83,74.84,1,1,1,2,2
7,2,4,2,C,1.73,61.24,1,1,1,2,2
4,2,1,2,E,1.73,53.52,1,1,2,2,1
4,2,2,2,E,1.68,53.98,1,1,2,1,2
4,1,1,1,E,1.6,57.61,1,1,2,2,2
6,1,3,2,E,,,1,1,1,2,2
5,1,2,2,E,1.6,63.5,1,1,1,1,2
6,2,3,2,E,1.65,79.38,1,1,3,1,1
6,2,4,2,E,1.78,81.65,1,1,1,1,2
7,1,4,1,,1.45,45.36,1,1,1,2,2
5,2,2,2,C E,1.63,66.23,1,1,1,2,2
3,2,1,2,C,1.65,54.43,1,1,1,2,2
6,2,3,2,C,1.68,57.61,1,1,1,2,2
6,2,4,2,C,1.7,52.16,1,1,1,1,2
4,2,2,1,E,1.73,68.04,1,1,1,2,2
5,2,1,1,D,1.73,83.92,1,3,3,1,2
6,2,3,2,C,1.75,60.33,1,1,8,1,2
7,1,4,2,C,1.57,56.7,1,1,1,1,2
4,2,2,2,E,1.78,73.94,1,1,1,1,1
3,2,1,2,E,1.8,94.35,1,1,1,1,1
6,2,3,2,E,1.75,68.04,1,1,1,2,2
6,2,4,2,E,1.78,79.38,1,1,1,2,2
4,2,2,2,C,1.8,77.11,1,1,2,1,2
4,2,1,2,D,1.78,69.85,1,1,3,1,1
6,2,3,2,E,1.75,63.5,1,1,1,2,2
7,2,4,2,E,1.73,90.72,1,1,2,2,1
4,1,2,2,C E,1.65,54.43,1,1,1,2,2
3,1,1,2,E,1.78,74.84,3,1,4,2,2
5,2,3,2,E,1.73,65.77,1,1,1,2,2
6,2,4,1,C,1.85,105.24,1,1,1,1,2
5,1,2,2,E,1.57,49.44,1,1,1,1,1
4,1,1,2,E,1.57,78.47,1,1,1,2,2
5,2,3,2,BC,1.88,68.04,1,1,1,1,1
6,1,3,2,C,1.7,81.65,1,1,1,2,1
4,2,2,2,C,1.88,72.58,1,1,1,2,2
4,1,1,2,E,1.65,68.04,1,1,1,2,1
6,2,3,2,CD,1.8,106.6,1,5,1,1,2
6,2,3,2,C,1.75,70.31,1,5,1,1,2
5,1,3,2,C,1.63,96.62,1,1,1,2,2
6,2,4,2,C,1.7,116.58,1,1,1,2,2
4,1,2,2,E,1.75,74.84,1,1,1,2,2
3,1,1,1,A C E,1.55,58.51,1,1,1,,1
5,1,3,2,C,1.57,48.08,1,1,1,2,2
4,1,2,2,C E,1.85,77.11,1,1,1,2,1
3,2,1,2,C,1.78,69.85,1,1,1,2,2
5,2,3,1,E,1.73,79.38,1,1,1,2,2
4,2,2,2,C,,,1,1,1,2,2
6,2,3,2,E,1.85,117.94,1,1,1,1,2
6,1,4,2,C,1.63,58.97,1,1,1,2,1
5,1,2,2,E,1.57,77.11,1,1,1,2,2
5,2,1,2,E,1.7,52.16,1,1,1,2,2
5,1,3,2,E,1.63,68.04,1,1,1,2,1
6,2,4,2,C,1.7,66.68,1,1,1,2,2
6,1,4,2,A C,1.68,79.38,1,1,1,2,2
5,2,2,2,E,1.78,65.77,1,1,1,1,2
3,2,1,2,B,1.7,69.85,1,1,2,1,1
6,2,3,2,C,1.75,111.13,1,1,1,1,2
6,1,4,2,C,1.73,62.6,1,1,1,2,2
5,2,2,2,CD,1.75,74.84,1,1,1,2,2
7,1,4,2,C,1.65,68.04,1,1,1,2,2
6,2,3,2,E,1.88,122.47,1,1,1,1,2
6,2,4,2,C,1.7,80.29,1,1,2,2,2
5,1,2,2,E,1.68,45.36,1,1,1,1,1
4,2,1,2,E,1.78,49.44,1,1,1,1,2
6,1,3,2,C,1.55,48.99,1,1,1,2,2
6,2,4,2,E,1.78,88.45,1,1,1,1,1
5,1,2,2,E,1.68,64.41,1,1,1,2,2
3,2,1,2,C,1.68,49.9,1,1,3,1,2
6,1,3,2,D,1.5,54.43,1,1,1,2,2
6,1,4,2,C,1.65,50.35,1,1,1,2,2
6,2,4,2,C,1.75,61.69,1,1,1,1,2
5,2,2,2,E,1.73,63.05,1,1,2,2,2
4,2,1,2,E,1.68,67.13,1,1,3,1,1
6,2,3,1,A   E,1.73,61.24,1,1,1,2,1
5,2,2,2,E,1.73,63.5,1,1,1,2,2
4,2,2,2,C,1.88,84.37,1,1,1,2,2
3,1,1,2,C,1.55,53.07,1,1,1,2,1
5,2,3,2,C,1.73,83.92,1,1,1,2,2
6,1,4,2,C,1.57,58.97,1,1,1,2,2
5,1,2,2,C,1.75,72.58,1,1,1,1,1
4,1,1,2,E,1.52,49.9,1,1,1,2,2
6,2,3,2,E,1.75,77.11,1,1,1,2,2
6,1,3,2,E,,,1,1,1,2,2
4,1,2,2,C,1.75,72.58,1,1,3,2,2
4,2,1,2,E,1.73,47.63,1,4,1,2,2
5,1,3,2,E,1.73,54.43,1,1,3,2,2
6,1,3,2,E,1.65,54.43,1,1,1,2,1
5,2,2,2,C,1.75,75.3,1,1,1,2,2
4,1,1,2,E,1.78,89.36,1,1,1,1,2
6,1,3,2,C,1.57,52.16,1,1,1,2,2
4,2,2,2,E,1.7,45.36,1,1,1,1,1
5,1,2,2,E,1.65,52.16,1,1,1,2,2
3,2,1,2,C,1.7,46.72,1,1,1,2,2
7,2,4,2,E,1.75,61.24,1,1,1,1,2
4,1,1,2,E,1.7,54.43,1,1,1,2,2
5,1,3,1,D,1.65,86.18,1,1,1,2,2
6,2,3,2,E,1.65,61.24,1,1,1,1,2
5,2,2,2,E,1.78,67.13,1,1,1,1,2
3,2,1,2,E,,,1,1,1,2,2
5,1,3,2,C E,1.63,74.84,1,1,1,1,2
6,2,4,2,C,1.75,78.02,1,1,1,2,2
4,2,1,2,E,1.8,113.4,1,1,2,1,2
5,1,2,2,E,1.7,53.52,1,1,1,2,2
6,2,4,2,E,1.83,63.5,1,1,3,1,1
6,2,3,2,E,1.75,68.04,2,2,1,1,1
5,1,2,2,E,1.63,64.86,1,1,1,1,1
4,1,2,2,E,1.57,46.72,1,1,1,2,2
5,2,1,2,E,1.85,111.13,2,1,3,1,2
6,2,3,2,E,1.8,64.41,1,1,1,2,2
5,1,2,2,E,1.6,54.43,1,1,1,2,2
6,1,4,2,E,1.75,90.72,1,1,1,2,2
3,1,1,2,C E,1.63,64.86,1,1,1,2,2
6,2,3,2,E,1.73,71.67,1,1,1,2,2
3,2,1,2,C E,1.65,50.8,1,1,3,2,2
7,1,3,2,E,1.57,69.85,1,1,1,2,2
4,2,2,,E,1.83,56.7,1,1,1,1,2
6,1,4,2,E,1.75,88.45,1,1,1,2,1
4,2,1,2,E,1.75,67.13,1,1,1,2,2
6,2,3,2,C,1.7,74.84,5,2,1,1,2
6,2,2,2,E,1.52,87.54,1,1,2,2,1
4,1,1,2,E,1.65,95.26,1,1,1,1,1
6,2,3,2,E,1.83,88.45,1,1,2,1,2
5,2,3,2,E,1.88,90.72,1,1,1,2,2
5,2,2,2,E,1.83,99.79,5,1,1,2,2
7,2,4,,E,1.9,115.67,1,1,1,2,2
4,2,1,2,E,1.8,77.11,1,1,1,2,2
6,2,3,2,E,1.83,95.26,1,1,1,2,2
5,1,2,2,B  E,1.68,51.26,1,1,1,2,1
7,2,4,2,E,1.88,102.06,5,1,1,2,2
3,2,1,2,E,1.68,76.2,1,1,1,1,1
6,2,3,2,A   E,1.83,106.6,1,1,1,1,2
4,2,2,2,C,,,1,5,8,1,1
4,2,1,2,A   E,1.98,160.12,1,1,1,1,2
5,2,3,2,A   E,1.63,63.5,1,1,1,1,2
5,1,2,2,E,1.52,100.25,1,1,1,2,2
4,2,1,2,E,1.78,95.26,1,1,1,2,2
6,2,3,2,E,1.78,74.39,1,1,1,2,2
5,2,2,2,E,1.78,71.67,1,1,1,2,2
7,2,4,2,E,1.93,88.91,4,5,3,1,1
4,1,1,2,E,1.68,63.5,1,1,1,2,2
5,2,3,2,C E,1.83,62.14,1,1,1,1,2
5,1,2,2,E,1.57,45.81,1,1,1,2,2
3,1,1,2,E,1.63,49.44,1,1,1,2,1
6,2,3,2,E,1.65,86.18,1,1,1,1,2
4,2,2,2,C E,1.85,83.01,1,1,1,2,2
4,2,1,1,E,1.57,48.99,1,1,1,2,2
5,2,3,2,E,1.73,81.65,1,1,1,2,2
5,2,2,2,E,1.6,81.65,1,1,1,2,2
7,2,4,2,E,1.7,68.04,1,1,1,2,1
7,2,4,2,E,1.83,74.84,1,1,1,2,2
4,2,1,2,E,1.7,70.31,1,1,1,2,1
6,1,3,2,E,1.6,71.67,1,1,1,2,2
4,1,2,2,E,1.57,68.04,1,1,1,2,2
4,2,1,2,E,1.68,91.17,1,1,1,2,1
6,2,3,2,B  E,1.8,113.4,1,1,1,1,1
6,2,3,2,E,1.78,108.86,1,1,1,1,2
5,1,2,2,E,1.5,40.82,1,1,1,1,1
7,2,4,,E,1.8,72.58,1,1,1,2,2
6,2,4,2,A   E,1.85,97.52,1,1,1,1,2
4,1,1,2,E,1.63,58.51,1,1,1,2,2
4,2,2,2,E,1.88,61.24,3,1,1,1,1
7,1,4,2,E,1.65,54.43,1,1,1,2,2
3,2,1,2,E,1.63,49.9,1,1,1,2,2
7,2,3,2,E,1.8,110.22,1,1,1,2,2
4,1,2,2,E,1.55,47.63,1,1,1,2,2
6,2,4,2,E,1.73,74.84,1,1,3,1,2
4,1,1,2,E,1.73,73.48,1,1,3,2,1
1,2,1,1,B,,,1,1,3,2,2
6,1,4,2,E,1.8,83.92,1,1,1,1,2
4,2,1,2,E,1.7,68.04,1,1,1,2,1
5,2,2,2,E,1.8,82.56,1,1,2,2,1
5,2,2,2,E,1.85,77.11,1,1,1,2,2
4,2,1,2,E,1.75,86.18,2,1,6,1,1
5,1,3,2,E,1.65,61.24,1,1,1,2,2
5,1,2,2,E,1.57,56.7,1,1,1,2,2
6,1,2,2,E,1.63,62.6,1,1,1,2,2
5,2,2,2,E,1.6,72.58,1,1,1,2,2
6,1,4,2,E,1.68,86.18,1,1,1,1,2
6,2,4,2,E,1.85,141.98,1,1,1,2,2
7,1,4,2,E,1.63,67.59,1,1,1,1,2
7,1,4,2,E,1.65,108.41,1,1,1,1,1
7,1,4,1,E,1.7,56.7,1,1,1,2,2
4,1,2,2,E,1.5,42.18,1,1,1,2,2
5,1,3,2,E,1.57,61.24,1,1,1,2,2
4,2,2,2,E,1.78,54.43,,1,1,2,2
6,1,4,2,E,1.63,91.17,1,1,1,1,2
4,2,2,2,E,1.78,104.33,1,1,1,2,2
6,1,3,2,E,1.6,54.43,1,1,1,2,2
5,1,2,2,E,1.83,127.01,1,1,1,1,2
6,2,4,2,A   E,1.73,79.38,1,1,1,1,2
7,2,4,2,E,1.88,113.4,1,1,1,1,2
4,2,2,2,E,1.9,61.24,1,1,1,1,2
7,2,4,2,E,1.7,99.79,1,1,1,2,2
5,2,2,1,E,1.68,61.69,1,1,1,1,1
6,2,4,2,E,1.83,88,1,1,1,2,2
5,1,1,2,E,1.6,45.36,1,1,1,2,2
7,2,4,2,E,1.83,61.24,1,1,1,2,2
6,2,3,2,E,1.83,70.31,1,1,1,1,2
6,1,2,2,E,1.6,68.04,1,1,1,2,2
7,1,4,2,E,1.63,52.16,1,1,1,2,2
6,2,3,2,A  DE,1.73,81.65,1,1,1,2,2
7,2,4,2,E,1.83,68.04,1,1,1,2,2
4,1,2,2,E,1.68,84.82,1,1,3,1,1
6,1,3,2,E,1.52,58.06,1,1,1,2,1
4,1,2,2,E,1.65,63.5,1,1,1,1,1
5,1,3,2,E,1.65,95.26,1,1,1,1,1
5,1,2,2,E,1.37,49.9,1,1,1,2,2
7,1,4,2,E,1.63,51.26,1,1,1,2,2
5,1,2,2,E,1.57,64.41,1,1,1,2,1
7,1,4,2,E,1.8,129.28,1,1,1,1,1
4,1,1,2,B,1.45,40.82,1,1,1,2,1
7,2,4,2,E,1.85,74.84,1,1,1,1,2
5,2,1,2,E,1.78,70.31,1,1,1,2,2
4,1,1,2,E,1.57,63.96,1,1,4,1,1
4,2,1,2,E,1.78,54.43,1,1,1,1,2
7,1,4,2,E,1.63,52.16,1,1,1,1,2
,,,,,,,1,1,1,2,2
5,1,1,2,A   E,1.52,58.97,1,1,1,2,1
5,1,3,2,E,1.75,68.04,1,1,1,2,2
4,2,1,2,B  E,1.78,58.97,1,1,2,1,2
7,1,4,2,E,1.6,45.36,1,1,1,2,2
6,2,4,2,E,1.78,176.45,1,1,1,2,2
7,1,3,2,E,1.73,97.52,1,1,1,2,2
6,1,4,2,E,,,1,1,1,2,1
4,2,1,2,E,1.65,52.16,1,1,1,2,1
6,2,4,2,E,1.75,70.31,1,1,1,2,2
4,2,1,2,E,1.63,56.7,1,1,1,1,2
6,1,3,2,E,1.65,52.62,1,1,1,2,1
4,1,1,2,C E,1.7,69.85,1,1,1,1,1
5,1,3,2,E,1.65,63.96,1,1,1,2,2
6,1,3,2,E,1.63,63.5,1,1,1,1,2
6,1,4,2,E,1.63,54.43,1,1,1,2,2
4,2,1,2,BC E,,,1,2,8,2,2
7,2,4,2,C E,1.75,72.58,1,3,1,1,2
7,1,4,2,E,,,1,,1,,
6,,5,2,E,,,1,,1,,
5,2,2,2,ABC E,1.88,84.37,1,1,1,1,2
6,1,3,1,C,1.68,55.79,1,1,1,2,2
4,1,2,2,C,1.57,31.3,1,1,1,1,2
5,2,2,1,C E,1.8,83.92,1,5,1,1,2
4,1,2,2,C E,1.55,77.11,1,1,1,2,2
4,2,2,2,C E,1.83,64.86,1,1,1,2,2
6,1,3,2,C E,1.75,84.82,1,1,1,2,2
5,1,2,2,C,1.6,57.15,1,1,1,2,2
5,1,2,2,E,1.75,64.86,1,1,1,2,2
6,1,4,2,C,1.73,74.84,1,1,1,2,2
5,2,2,2,C,1.78,117.94,1,1,1,1,2
7,1,4,2,E,1.65,68.04,1,1,1,1,2
6,1,2,2,E,1.65,47.63,1,1,8,1,1
5,2,2,2,A C E,1.83,74.84,1,1,1,2,2
6,1,3,2,C E,1.57,54.43,1,1,1,2,1
5,1,2,2,B  E,1.65,65.77,1,1,1,1,1
5,2,2,2,E,1.75,56.7,1,1,1,2,2
6,2,3,2,E,1.78,72.58,1,1,1,2,2
5,2,3,2,E,1.8,77.11,1,1,1,1,2
5,1,2,2,E,1.65,81.65,1,1,1,2,2
6,2,3,2,E,1.9,79.83,1,1,1,2,1
6,1,2,2,C E,1.57,59.88,1,1,1,1,2
5,1,1,2,E,1.68,76.66,1,1,1,1,1
5,1,2,2,E,1.68,54.43,1,1,1,1,2
3,2,1,2,D,1.7,89.81,1,1,1,2,2
5,2,3,1,,1.7,79.38,1,1,1,2,2
7,2,4,2,E,1.78,81.65,2,1,1,2,2
3,1,1,2,E,1.7,74.84,1,1,1,2,1
6,1,3,2,E,1.78,67.59,1,1,1,2,2
5,1,1,2,E,1.6,58.97,1,1,1,2,2
6,2,3,2,C E,1.83,63.5,1,1,1,2,2
6,1,4,2,E,1.63,81.65,1,1,1,1,1
4,2,1,2,E,1.8,77.11,1,1,1,1,1
5,2,3,2,A   E,1.78,63.5,1,1,2,1,2
3,2,1,2,E,1.7,81.19,1,1,1,2,2
5,1,3,2,E,,,1,1,1,2,2
4,1,1,2,E,1.65,63.5,1,1,1,2,2
5,1,2,2,E,1.65,61.24,1,1,1,2,2
3,1,1,1,A   E,1.63,99.79,1,1,2,2,1
6,1,3,2,E,1.65,58.97,1,1,1,2,2
7,1,4,2,E,1.65,98.88,1,1,1,2,2
6,1,3,2,C E,1.73,55.79,1,1,1,1,2
4,2,2,2,E,1.57,49.9,1,1,1,2,1
5,2,1,2,E,,,1,1,1,2,2
4,1,2,2,A C E,1.7,61.24,1,1,1,2,2
4,2,1,2,E,1.68,133.36,1,1,2,2,1
6,2,3,2,A   E,1.73,63.5,1,1,1,1,2
6,1,4,2,E,1.73,99.79,1,1,1,2,2
5,1,1,,E,,,1,1,1,2,1
6,2,3,2,C E,1.88,104.33,1,1,1,2,2
4,1,1,2,C E,1.63,52.16,1,1,1,1,2
6,2,3,2,C E,1.83,61.24,1,1,1,2,1
7,2,4,2,C,1.83,102.06,1,1,1,2,1
6,2,3,2,C,1.88,96.16,1,1,3,1,1
4,1,1,2,A C,1.68,69.4,1,1,1,2,2
6,2,3,2,E,1.73,117.94,1,5,1,1,2
7,2,4,2,E,1.83,75.3,1,1,1,1,2
6,2,3,2,C,1.78,106.6,1,1,1,2,1
6,2,3,2,C E,1.83,121.11,1,1,1,2,2
7,1,4,2,E,1.55,95.26,1,1,6,1,1
5,2,2,2,E,1.8,85.28,1,1,1,2,2
4,2,1,2,C E,1.8,83.92,1,1,1,2,2
5,1,3,2,E,1.68,74.39,1,1,1,1,2
7,2,4,2,E,1.8,58.97,1,1,1,2,2
5,2,2,2,E,1.73,68.95,1,1,1,1,1
5,2,2,2,CD,1.78,65.77,1,1,1,2,2
7,1,1,1,B,,,5,5,8,2,2
3,2,1,2,E,1.68,68.04,1,1,1,2,2
5,2,2,2,E,1.83,124.74,1,1,1,2,2
4,1,1,2,E,1.52,49.9,1,1,8,2,1
5,2,3,2,C,1.7,68.95,1,1,1,2,2
6,2,4,2,E,1.78,89.81,1,1,1,2,1
5,1,2,2,E,1.65,53.52,1,1,1,1,2
5,1,2,2,E,1.65,86.18,1,1,1,2,1
7,1,4,1,B,,,5,5,8,2,2
6,1,3,2,C E,1.57,65.77,1,1,1,2,2
6,2,3,2,C,1.9,86.18,1,1,2,1,2
3,2,1,2,E,1.68,61.69,1,1,2,2,2
6,2,3,2,E,,,1,1,1,2,2
4,2,1,2,E,1.68,58.97,1,1,2,2,1
6,2,3,2,A,1.83,133.81,1,5,1,2,2
3,1,1,2,,,,1,1,1,2,1
5,1,2,2,E,1.6,61.24,1,1,1,2,2
4,2,1,2,E,,,1,1,1,2,1
7,2,4,2,C,1.75,65.77,1,1,1,2,1
3,1,1,2,C E,1.6,73.94,1,1,1,2,2
4,1,2,2,E,1.63,95.26,1,1,1,1,2
4,2,1,2,E,1.88,113.4,1,1,1,2,1
6,1,3,2,C,1.57,44.91,1,1,1,1,1
6,2,3,2,E,1.8,68.04,1,1,1,1,2
4,1,1,2,A,,,1,1,1,2,1
5,1,3,2,E,1.57,46.72,1,1,1,1,2
6,1,3,2,B DE,1.65,56.7,1,1,1,2,2
6,2,3,2,A   E,1.7,54.43,1,1,5,1,2
7,2,4,2,C,1.7,68.04,1,1,1,2,2
3,1,1,2,A C,,,1,1,1,2,1
5,1,1,2,E,,,1,1,1,2,1
5,2,2,2,A C,1.83,97.52,1,1,1,2,1
4,2,1,2,C,1.78,66.68,1,1,1,1,2
4,1,1,2,C E,,,1,1,1,2,2
5,1,2,2,E,1.65,58.51,1,1,1,2,2
3,1,1,2,E,1.73,127.01,1,1,1,2,1
4,1,1,2,E,,,1,1,1,2,1
4,1,2,2,E,1.5,71.22,1,1,1,2,2
6,2,3,2,E,1.83,63.5,1,1,1,2,2
3,2,1,2,E,1.73,72.58,1,1,1,2,2
6,1,3,2,C E,1.6,56.25,1,1,1,2,2
4,2,1,2,CDE,1.75,62.6,1,1,1,1,1
5,1,2,2,E,1.55,49.9,1,1,1,2,2
4,2,1,2,E,1.85,61.24,1,2,1,1,2
5,1,2,2,E,1.63,72.58,1,1,1,2,2
3,2,1,2,C,1.65,54.89,1,1,1,2,2
5,1,1,2,C,1.63,104.33,1,1,1,1,1
4,1,1,2,A C E,1.55,48.08,1,1,1,1,2
3,1,1,2,E,1.57,44.91,3,1,4,1,1
5,1,3,2,CDE,1.63,36.29,4,4,3,1,1
4,1,1,2,E,1.63,52.16,1,1,1,1,2
6,2,4,2,E,1.75,108.86,5,1,1,2,2
4,2,1,2,E,1.83,80.74,1,1,1,1,2
7,2,4,2,E,1.73,72.58,1,1,1,2,2
4,2,1,2,CD,1.8,63.5,5,5,1,1,2
7,2,4,2,A,1.78,86.18,1,1,1,2,1
7,2,4,2,E,1.78,96.62,1,3,1,1,2
4,2,1,2,E,1.68,65.77,1,1,1,1,2
7,2,4,2,A,2.01,90.72,1,1,1,1,1
4,1,1,2,E,1.6,52.16,1,1,1,2,2
6,2,4,2,A   E,1.8,65.77,1,1,1,1,2
3,1,1,2,E,1.65,53.52,1,1,2,2,2
5,2,1,2,A   E,1.78,65.77,1,1,1,2,2
7,2,4,2,E,1.83,90.72,1,1,1,2,2
7,2,4,2,A   E,1.8,63.5,1,1,1,2,2
4,2,1,2,C,1.75,54.43,1,1,1,2,1
7,2,4,2,E,1.93,107.96,1,1,1,1,2
4,1,1,2,E,1.5,58.51,1,1,1,2,2
7,2,4,2,E,1.83,83.92,1,1,1,2,2
7,2,4,2,E,1.96,127.01,1,1,1,2,2
4,1,1,1,A,1.63,58.97,1,1,1,1,2
6,2,4,1,,1.85,63.5,5,1,1,2,1
3,1,1,2,E,1.68,49.9,1,1,1,2,1
4,1,1,2,E,1.63,84.37,1,1,1,1,1
3,2,1,2,A   E,1.85,64.41,1,1,1,1,2
7,2,4,2,E,1.83,145.15,1,1,3,2,2
3,1,1,2,E,1.63,69.85,1,1,1,2,2
7,1,4,2,A   E,1.68,113.4,1,1,3,2,1
6,2,4,1,E,1.75,81.65,,1,1,1,2
5,2,1,1,B,,,1,1,1,2,2
7,2,4,2,A   E,1.83,59.42,1,1,1,2,2
3,1,1,2,E,1.7,65.77,1,1,1,2,2
7,2,4,2,A   E,1.68,65.77,5,1,1,1,2
5,2,1,1,B,,,1,1,8,1,1
7,1,4,2,A,1.65,63.5,1,1,1,2,1
5,1,1,2,E,,,1,1,1,2,2
7,1,4,2,E,1.6,90.72,1,1,1,2,1
5,2,1,2,E,1.73,59.42,3,1,1,1,1
7,2,4,1,E,1.75,104.33,1,1,1,2,2
3,1,1,1,A   E,1.63,60.78,1,1,1,2,1
6,1,4,2,E,1.65,62.6,1,1,1,2,1
7,2,4,2,E,1.63,65.77,5,1,1,2,1
5,2,1,2,A   E,1.75,113.85,1,1,1,2,1
4,1,1,2,A   E,1.7,77.11,1,1,1,1,1
7,2,4,2,E,1.8,66.23,1,1,1,2,2
4,1,1,2,E,1.52,52.16,1,1,1,2,2
7,2,4,2,E,1.8,73.94,1,1,1,2,2
4,2,1,2,B,2.01,68.95,1,1,1,2,2
6,1,4,2,E,1.63,53.52,1,1,1,2,1
3,1,1,1,E,1.57,49.9,1,1,1,2,1
7,2,4,2,E,,,1,1,1,2,2
4,2,1,2,E,1.6,50.35,2,1,1,2,2
4,2,1,2,E,1.8,124.74,1,1,1,2,2
7,2,4,2,B,1.88,81.65,1,1,1,2,2
3,1,1,2,E,1.65,48.08,1,1,1,2,1
7,2,4,2,E,1.78,53.52,1,2,1,2,1
7,2,4,2,A,1.8,115.67,1,1,1,1,1
4,1,1,2,E,1.55,45.36,1,1,1,2,2
7,2,4,1,E,1.85,63.5,2,1,1,2,2
4,2,1,2,E,1.83,70.31,1,1,1,2,2
7,1,4,1,E,1.63,90.72,1,1,1,1,2
4,1,1,2,E,1.68,51.26,1,1,1,1,1
7,1,4,2,E,1.65,56.7,1,1,1,2,2
4,2,1,2,E,1.83,68.04,1,1,1,2,2
7,1,4,2,E,1.73,61.24,1,1,1,2,2
3,1,1,2,E,1.65,83.92,1,1,1,2,2
6,2,4,2,E,1.9,72.58,1,1,1,2,2
3,2,1,2,E,1.78,99.79,1,1,1,2,2
7,2,4,2,E,1.85,83.92,1,1,1,2,2
5,2,2,2,E,1.75,58.97,1,1,1,2,2
7,2,4,2,A C E,1.7,72.58,1,1,1,2,2
7,1,4,2,B,1.52,53.07,1,1,1,2,2
5,1,3,2,A C,1.55,86.18,1,1,1,2,2
4,1,2,2,E,1.63,45.36,1,1,1,2,2
5,2,3,2,E,1.78,57.61,1,1,1,2,2
7,1,4,2,E,1.63,52.16,1,1,1,2,1
