q1,q2,q3,q6,q7,q66,q80,q84
5,1,3,1.65,95.26,5,6,3
5,1,2,1.37,49.9,3,2,1
7,1,4,1.63,51.26,3,8,3
5,1,2,1.57,64.41,3,8,5
7,1,4,1.8,129.28,5,8,3
4,1,1,1.45,40.82,5,8,3
7,2,4,1.85,74.84,3,8,1
5,2,1,1.78,70.31,3,6,2
4,1,1,1.57,63.96,3,4,4
4,2,1,1.78,54.43,2,6,2
7,1,4,1.63,52.16,3,8,3
,,,,,3,8,3
5,1,1,1.52,58.97,3,6,4
5,1,3,1.75,68.04,3,6,3
4,2,1,1.78,58.97,2,6,
7,1,4,1.6,45.36,2,6,4
6,2,4,1.78,176.45,5,7,5
7,1,3,1.73,97.52,4,6,3
6,1,4,,,5,8,4
4,2,1,1.65,52.16,2,6,1
6,2,4,1.75,70.31,3,7,4
4,2,1,1.63,56.7,3,6,2
6,1,3,1.65,52.62,3,4,2
4,1,1,1.7,69.85,3,,
5,1,3,1.65,63.96,3,6,3
6,1,3,1.63,63.5,3,6,4
6,1,4,1.63,54.43,3,8,4
4,2,1,,,5,8,3
7,2,4,1.75,72.58,3,5,3
7,1,4,,,,,
6,,5,,,,1,
5,2,2,1.88,84.37,4,8,4
6,1,3,1.68,55.79,3,6,4
4,1,2,1.57,31.3,3,8,3
5,2,2,1.8,83.92,3,6,5
4,1,2,1.55,77.11,5,6,4
4,2,2,1.83,64.86,2,5,2
6,1,3,1.75,84.82,3,8,3
5,1,2,1.6,57.15,2,8,4
5,1,2,1.75,64.86,3,8,3
6,1,4,1.73,74.84,4,8,3
5,2,2,1.78,117.94,4,5,1
7,1,4,1.65,68.04,4,6,3
6,1,2,1.65,47.63,1,8,5
5,2,2,1.83,74.84,3,2,4
6,1,3,1.57,54.43,3,6,3
5,1,2,1.65,65.77,3,6,2
5,2,2,1.75,56.7,2,8,3
6,2,3,1.78,72.58,3,6,2
5,2,3,1.8,77.11,3,8,5
5,1,2,1.65,81.65,4,6,3
6,2,3,1.9,79.83,3,6,3
6,1,2,1.57,59.88,3,8,4
5,1,1,1.68,76.66,3,8,5
5,1,2,1.68,54.43,2,6,4
3,2,1,1.7,89.81,4,4,3
5,2,3,1.7,79.38,3,8,4
7,2,4,1.78,81.65,3,8,4
3,1,1,1.7,74.84,4,8,3
6,1,3,1.78,67.59,3,6,5
5,1,1,1.6,58.97,3,5,1
6,2,3,1.83,63.5,3,3,2
6,1,4,1.63,81.65,4,6,4
4,2,1,1.8,77.11,3,6,1
5,2,3,1.78,63.5,3,6,5
3,2,1,1.7,81.19,4,1,2
5,1,3,,,2,,3
4,1,1,1.65,63.5,4,8,1
5,1,2,1.65,61.24,4,6,4
3,1,1,1.63,99.79,4,2,4
6,1,3,1.65,58.97,3,6,4
7,1,4,1.65,98.88,4,6,3
6,1,3,1.73,55.79,2,6,4
4,2,2,1.57,49.9,3,8,4
5,2,1,,,3,2,2
4,1,2,1.7,61.24,4,8,4
4,2,1,1.68,133.36,5,6,1
6,2,3,1.73,63.5,2,5,1
6,1,4,1.73,99.79,4,6,4
5,1,1,,,4,1,3
6,2,3,1.88,104.33,4,7,2
4,1,1,1.63,52.16,3,6,4
6,2,3,1.83,61.24,1,6,2
7,2,4,1.83,102.06,4,8,3
6,2,3,1.88,96.16,3,6,3
4,1,1,1.68,69.4,3,8,3
6,2,3,1.73,117.94,5,8,2
7,2,4,1.83,75.3,3,8,3
6,2,3,1.78,106.6,5,6,2
6,2,3,1.83,121.11,4,5,2
7,1,4,1.55,95.26,5,8,2
5,2,2,1.8,85.28,3,6,2
4,2,1,1.8,83.92,4,8,3
5,1,3,1.68,74.39,3,6,5
7,2,4,1.8,58.97,1,6,4
5,2,2,1.73,68.95,4,6,5
5,2,2,1.78,65.77,3,8,3
7,1,1,,,,,
3,2,1,1.68,68.04,3,6,5
5,2,2,1.83,124.74,5,1,1
4,1,1,1.52,49.9,2,8,5
5,2,3,1.7,68.95,3,6,2
6,2,4,1.78,89.81,3,6,2
5,1,2,1.65,53.52,3,6,4
5,1,2,1.65,86.18,4,8,3
7,1,4,,,,,
6,1,3,1.57,65.77,4,6,3
6,2,3,1.9,86.18,3,6,1
3,2,1,1.68,61.69,3,1,1
6,2,3,,,3,8,1
4,2,1,1.68,58.97,4,8,3
6,2,3,1.83,133.81,3,8,1
3,1,1,,,3,7,2
5,1,2,1.6,61.24,4,7,3
4,2,1,,,3,4,1
7,2,4,1.75,65.77,2,8,4
3,1,1,1.6,73.94,4,8,4
4,1,2,1.63,95.26,4,1,3
4,2,1,1.88,113.4,,8,3
6,1,3,1.57,44.91,2,6,4
6,2,3,1.8,68.04,2,6,2
4,1,1,,,3,6,2
5,1,3,1.57,46.72,2,7,3
6,1,3,1.65,56.7,3,8,5
6,2,3,1.7,54.43,3,6,3
7,2,4,1.7,68.04,2,8,1
3,1,1,,,4,8,4
5,1,1,,,3,,
5,2,2,1.83,97.52,5,7,3
4,2,1,1.78,66.68,3,6,2
4,1,1,,,4,6,4
5,1,2,1.65,58.51,3,8,4
3,1,1,1.73,127.01,4,6,4
4,1,1,,,4,2,1
4,1,2,1.5,71.22,4,6,2
6,2,3,1.83,63.5,3,6,3
3,2,1,1.73,72.58,4,7,3
6,1,3,1.6,56.25,2,8,3
4,2,1,1.75,62.6,3,8,4
5,1,2,1.55,49.9,4,6,3
4,2,1,1.85,61.24,2,,2
5,1,2,1.63,72.58,4,6,4
3,2,1,1.65,54.89,2,6,3
5,1,1,1.63,104.33,3,1,3
4,1,1,1.55,48.08,3,8,4
3,1,1,1.57,44.91,2,3,2
5,1,3,1.63,36.29,2,6,
4,1,1,1.63,52.16,2,6,4
6,2,4,1.75,108.86,5,8,2
4,2,1,1.83,80.74,4,8,2
7,2,4,1.73,72.58,3,6,3
4,2,1,1.8,63.5,2,8,1
7,2,4,1.78,86.18,4,8,3
7,2,4,1.78,96.62,4,6,3
4,2,1,1.68,65.77,3,8,3
7,2,4,2.01,90.72,3,6,4
4,1,1,1.6,52.16,3,6,2
6,2,4,1.8,65.77,2,8,2
3,1,1,1.65,53.52,3,1,4
5,2,1,1.78,65.77,2,8,3
7,2,4,1.83,90.72,4,6,4
7,2,4,1.8,63.5,3,8,4
4,2,1,1.75,54.43,3,6,2
7,2,4,1.93,107.96,3,7,4
4,1,1,1.5,58.51,5,8,2
7,2,4,1.83,83.92,3,7,2
7,2,4,1.96,127.01,3,6,3
4,1,1,1.63,58.97,3,5,2
6,2,4,1.85,63.5,2,4,1
3,1,1,1.68,49.9,2,8,2
4,1,1,1.63,84.37,5,8,1
3,2,1,1.85,64.41,3,6,2
7,2,4,1.83,145.15,,1,1
3,1,1,1.63,69.85,4,5,2
7,1,4,1.68,113.4,5,7,4
6,2,4,1.75,81.65,4,8,2
5,2,1,,,3,4,2
7,2,4,1.83,59.42,2,6,2
3,1,1,1.7,65.77,4,6,3
7,2,4,1.68,65.77,3,5,4
5,2,1,,,3,1,2
7,1,4,1.65,63.5,4,6,3
5,1,1,,,3,6,4
7,1,4,1.6,90.72,4,8,4
5,2,1,1.73,59.42,3,6,2
7,2,4,1.75,104.33,5,6,3
3,1,1,1.63,60.78,4,6,4
6,1,4,1.65,62.6,3,8,2
7,2,4,1.63,65.77,2,1,1
5,2,1,1.75,113.85,4,8,2
4,1,1,1.7,77.11,4,7,4
7,2,4,1.8,66.23,2,8,5
4,1,1,1.52,52.16,3,6,1
7,2,4,1.8,73.94,3,7,3
4,2,1,2.01,68.95,4,1,1
6,1,4,1.63,53.52,3,6,4
3,1,1,1.57,49.9,4,5,3
7,2,4,,,4,2,3
4,2,1,1.6,50.35,3,1,2
4,2,1,1.8,124.74,5,6,2
7,2,4,1.88,81.65,3,6,3
3,1,1,1.65,48.08,3,8,
7,2,4,1.78,53.52,1,6,3
7,2,4,1.8,115.67,4,6,3
4,1,1,1.55,45.36,2,6,1
7,2,4,1.85,63.5,2,8,3
4,2,1,1.83,70.31,3,6,1
7,1,4,1.63,90.72,4,4,2
4,1,1,1.68,51.26,3,1,4
7,1,4,1.65,56.7,3,3,3
4,2,1,1.83,68.04,3,1,1
7,1,4,1.73,61.24,3,6,3
3,1,1,1.65,83.92,5,8,4
6,2,4,1.9,72.58,3,7,2
3,2,1,1.78,99.79,5,6,4
7,2,4,1.85,83.92,3,7,1
5,2,2,1.75,58.97,3,5,4
7,2,4,1.7,72.58,4,8,3
7,1,4,1.52,53.07,4,6,3
5,1,3,1.55,86.18,3,6,4
4,1,2,1.63,45.36,3,6,3
5,2,3,1.78,57.61,2,6,3
7,1,4,1.63,52.16,3,8,3
5,2,3,1.7,70.31,4,7,2
5,2,2,1.78,68.04,2,8,4
6,2,3,1.83,79.38,3,8,1
6,2,4,1.83,74.84,3,7,4
5,2,3,1.65,55.79,3,6,4
7,1,4,,,5,8,3
5,2,2,1.8,86.18,3,6,1
6,2,3,1.88,68.04,2,8,2
7,1,4,1.55,65.77,4,4,4
6,2,3,1.7,52.62,2,1,2
5,2,2,1.83,90.72,4,6,1
6,2,3,1.85,77.11,3,6,3
7,1,4,1.55,42.18,2,1,4
6,2,3,1.68,111.13,5,8,3
7,2,4,1.8,83.46,4,8,1
5,2,2,1.75,81.65,3,7,5
4,2,2,1.78,70.31,3,8,3
6,1,3,1.65,79.38,4,8,4
7,1,4,1.65,56.7,4,8,4
6,1,3,1.7,81.65,4,8,4
6,1,4,1.63,69.4,3,6,3
4,2,2,1.68,66.68,2,6,2
5,2,2,1.78,59.42,1,6,3
6,2,3,1.68,58.97,2,5,2
7,1,4,1.57,53.07,2,6,2
6,2,3,1.83,81.65,4,8,2
7,1,4,1.7,56.7,3,6,4
6,2,3,1.88,82.1,3,8,2
5,1,2,1.57,57.61,3,8,4
5,1,3,1.52,46.72,4,8,4
7,1,4,1.65,79.38,4,8,3
6,2,3,1.88,82.56,4,6,4
6,1,4,1.73,90.72,4,7,4
5,1,2,1.6,65.77,3,8,5
5,1,3,1.57,76.2,4,1,5
6,1,4,1.63,62.6,3,8,3
6,1,3,1.63,62.6,2,6,4
5,1,2,1.7,47.63,2,6,3
6,2,3,1.78,63.5,2,6,2
7,2,4,1.68,72.58,3,6,4
6,1,3,1.65,54.43,3,8,3
6,2,4,1.9,68.04,2,6,2
5,2,2,1.88,58.97,2,6,3
7,2,3,1.68,68.04,3,,4
6,1,3,1.5,65.77,4,8,5
6,1,3,1.63,45.36,2,6,4
7,2,4,1.7,81.65,4,5,4
4,1,2,1.65,54.43,3,6,3
6,1,3,1.7,72.58,4,7,4
6,1,3,1.63,53.52,3,6,5
4,1,2,1.63,51.71,2,7,3
5,2,3,1.73,58.97,3,1,5
5,1,3,1.52,56.7,4,7,4
7,1,4,1.7,65.77,3,5,4
5,2,2,1.93,81.65,3,6,2
5,2,2,1.6,56.7,3,8,3
5,1,3,1.6,79.38,4,6,1
6,1,4,1.63,52.16,3,1,1
6,1,3,1.68,54.43,3,6,3
7,2,4,1.7,77.11,4,6,1
5,1,2,1.68,63.05,4,8,4
5,1,2,1.6,52.16,3,7,2
5,1,3,1.6,44.45,3,7,3
7,1,4,1.65,98.88,5,8,3
5,2,3,1.88,122.93,4,6,3
7,2,4,1.75,63.5,4,7,3
5,2,2,1.68,55.34,1,6,4
7,2,3,1.68,68.04,3,8,1
6,2,4,1.78,68.04,3,8,2
6,1,3,1.63,74.39,4,6,
5,2,2,1.85,61.24,1,6,5
5,2,3,1.73,61.69,3,1,1
7,1,4,1.52,79.38,4,6,2
7,2,4,1.78,67.13,,,
5,1,2,1.7,59.42,2,8,2
7,2,3,1.93,127.01,5,8,2
6,1,4,1.63,49.9,2,6,3
5,2,3,1.88,72.58,4,4,4
7,2,4,1.8,129.28,4,3,4
5,1,2,1.57,47.63,2,8,3
5,2,2,1.83,61.24,2,6,2
5,2,3,1.8,56.7,2,8,1
6,1,4,1.57,61.24,3,8,4
5,2,2,1.83,58.06,1,6,4
5,1,2,1.65,93.44,4,4,3
5,1,3,,,5,8,3
6,1,4,1.7,47.63,1,8,2
4,2,2,1.75,61.24,4,8,2
5,1,2,1.57,121.56,3,1,3
5,1,3,1.55,42.18,2,6,3
7,2,4,1.68,54.43,3,6,1
7,2,4,1.85,74.84,3,5,3
6,1,3,1.52,61.24,3,7,4
5,2,2,1.75,56.7,3,4,4
7,2,4,1.88,151.96,4,5,2
6,2,2,1.7,90.72,4,1,3
6,2,3,1.83,104.33,2,8,1
7,1,4,1.57,61.24,4,6,4
5,2,2,1.78,68.04,3,8,4
6,2,4,,,3,8,5
7,1,4,1.63,63.5,3,8,2
4,1,2,1.65,86.18,4,8,5
5,2,2,1.78,63.5,3,8,2
7,1,4,1.7,104.33,4,8,5
7,2,3,,,3,6,3
7,1,3,1.63,80.29,5,8,5
7,2,3,1.65,69.4,3,8,3
6,1,3,1.6,58.97,3,4,4
6,1,4,1.63,72.58,5,8,4
7,2,3,1.93,92.99,3,4,3
6,2,2,1.8,58.97,2,6,1
6,1,2,1.55,50.35,3,8,3
4,1,1,1.52,44,1,8,5
7,2,4,1.93,111.13,3,6,5
7,2,3,1.73,70.31,3,7,2
5,2,2,1.75,58.06,2,6,5
7,1,2,1.63,74.84,5,8,4
5,1,1,1.7,58.97,3,8,4
6,1,3,1.57,68.04,4,8,4
6,2,2,1.8,79.83,3,6,3
5,1,2,1.68,54.43,2,6,5
4,1,1,1.52,49.9,4,8,4
7,2,4,1.85,122.47,4,6,3
6,1,3,1.6,58.97,3,6,4
6,2,2,1.73,77.11,4,6,3
5,1,2,1.63,65.77,4,6,2
4,2,1,1.8,79.83,4,8,1
7,2,4,1.88,180.99,5,8,3
6,1,3,1.65,66.68,3,6,3
6,2,2,1.75,83.92,4,8,2
5,1,2,1.73,60.78,3,6,4
4,2,1,1.73,50.8,2,6,4
5,2,1,,,3,5,4
7,1,4,1.6,61.24,2,6,5
6,1,3,1.73,61.24,2,8,5
5,1,2,1.6,58.97,3,8,2
5,2,2,1.73,54.43,4,6,5
4,1,1,1.65,49.9,2,6,4
7,2,4,2.01,78.02,1,6,2
6,1,3,1.63,47.63,2,8,3
5,2,2,1.83,64.41,2,6,3
6,2,3,1.78,56.7,2,6,3
5,1,2,1.6,56.7,3,6,2
6,1,2,1.6,58.06,3,6,1
4,1,1,1.7,58.97,3,8,4
5,2,3,1.85,81.65,3,6,2
3,1,1,1.63,52.16,3,6,4
6,2,3,1.83,63.5,2,6,4
5,2,2,1.73,59.88,2,6,2
4,1,1,1.63,51.71,3,1,4
7,1,4,1.65,77.11,4,8,2
7,1,3,1.68,56.25,3,8,3
5,1,2,1.73,58.06,5,6,3
6,2,2,1.85,75.3,3,4,1
4,1,1,1.63,88.91,4,8,4
5,2,3,1.78,62.6,2,1,1
5,2,2,1.85,70.31,2,8,4
4,2,1,1.65,98.43,4,6,1
7,2,4,1.83,117.94,4,8,4
7,1,3,1.68,78.93,4,6,5
5,2,2,1.73,81.65,3,6,3
5,2,2,1.65,49.9,2,8,2
3,1,1,1.55,65.77,4,6,3
4,1,1,,,5,8,5
6,1,4,1.6,54.43,3,7,3
6,1,3,1.75,72.58,4,8,3
6,2,2,1.88,131.54,5,8,4
4,1,1,1.52,43.09,3,8,2
4,1,1,1.57,77.11,4,8,5
7,1,4,1.7,104.33,4,8,4
7,2,4,1.98,95.26,3,8,3
5,1,2,1.75,62.14,3,6,1
5,2,2,1.8,56.7,2,6,1
5,2,1,1.65,68.04,3,6,3
5,2,1,1.5,54.43,2,6,4
7,2,4,1.8,63.5,3,8,2
6,2,3,1.85,72.58,3,6,3
5,1,1,1.55,74.84,5,8,3
6,2,3,1.83,82.56,3,2,3
4,1,1,1.68,72.58,3,6,3
6,2,3,1.8,74.84,3,8,1
5,1,3,1.68,113.4,4,8,1
5,2,1,1.65,55.34,2,,
6,1,3,1.55,49.9,2,6,3
4,1,1,1.68,86.18,5,8,4
6,2,3,1.75,77.11,3,6,3
5,1,1,1.57,47.63,2,6,3
7,2,4,1.9,74.84,3,4,1
7,1,4,1.73,81.65,4,8,3
4,1,1,1.57,40.82,2,8,3
6,1,3,1.7,67.13,4,8,4
5,2,2,1.83,49.44,2,4,2
4,1,1,1.73,77.11,4,,
6,2,3,1.75,180.99,5,8,2
4,1,1,1.63,49.44,3,6,3
7,2,4,1.7,104.33,4,8,1
7,1,4,1.65,62.6,4,6,3
3,1,1,1.68,74.39,4,6,4
7,2,3,1.78,83.92,4,8,3
7,2,4,1.73,74.39,3,8,3
4,2,1,1.73,68.04,3,6,
7,1,4,1.63,68.04,4,4,2
7,2,4,1.73,74.39,3,8,1
3,1,1,1.63,60.33,3,6,3
7,2,4,1.83,127.01,4,6,3
4,1,1,1.5,63.5,4,8,2
7,2,4,1.8,63.5,3,7,4
4,2,1,1.75,70.31,3,8,3
6,1,3,1.57,61.24,4,6,4
3,1,1,1.63,68.04,3,6,2
7,1,3,1.68,104.33,5,7,2
4,1,1,1.7,81.65,3,8,5
5,2,1,1.68,84.37,4,8,4
7,1,4,1.68,50.8,3,6,4
6,1,4,1.6,65.77,5,6,2
6,1,4,1.57,59.88,3,6,3
7,1,4,1.63,45.36,1,8,5
7,1,4,1.73,65.77,4,6,2
5,2,1,1.73,61.24,3,1,4
6,1,3,1.6,69.85,3,6,4
4,2,1,1.78,68.04,2,8,2
6,2,3,1.73,72.58,3,5,1
6,1,3,1.6,94.35,5,8,4
5,2,3,1.8,68.04,3,6,2
5,2,2,1.83,72.58,3,6,4
3,1,1,1.57,65.77,4,1,3
6,1,3,1.57,56.7,5,6,5
4,1,1,1.7,68.04,4,8,5
4,1,1,1.73,106.14,5,5,3
7,2,3,1.7,67.13,3,1,1
4,1,2,1.7,56.7,3,6,4
5,1,2,1.6,47.63,2,6,4
4,1,2,,,,6,2
4,2,2,1.6,104.33,5,6,4
5,1,2,1.55,81.65,5,6,4
4,1,1,1.7,63.05,4,6,5
5,2,2,1.83,97.52,3,7,3
6,2,3,1.7,73.94,3,8,1
5,2,2,1.78,56.7,1,6,3
4,2,1,1.78,79.38,4,8,4
3,1,1,1.65,57.15,2,8,3
6,1,2,1.6,97.52,,6,3
4,1,1,1.57,87.09,4,6,3
4,1,1,1.68,54.43,3,6,3
7,2,4,1.85,61.24,3,4,2
3,1,1,1.63,56.25,4,8,4
6,2,3,1.7,70.31,3,8,5
5,1,3,1.57,72.58,4,5,4
4,1,1,1.75,62.14,4,8,4
5,1,,1.57,49.9,3,6,4
6,2,3,1.73,86.18,5,8,4
4,1,2,1.63,49.9,2,1,4
4,2,2,1.57,52.16,2,6,4
4,1,1,,,4,1,5
4,2,1,1.83,90.72,4,8,5
5,2,2,1.83,74.84,4,7,4
5,2,2,1.83,79.38,3,6,3
5,2,2,1.73,60.33,2,8,1
5,2,2,1.78,131.09,5,8,1
6,1,3,1.57,55.34,3,8,2
3,1,1,1.8,48.54,3,6,5
4,2,2,1.7,58.97,2,7,2
4,2,1,1.78,115.21,4,7,3
4,2,1,1.8,88.45,4,8,3
6,2,2,1.7,74.84,5,8,5
5,2,2,1.85,107.05,,,
4,2,1,1.78,69.85,3,6,2
5,2,2,1.88,90.72,4,6,4
6,1,3,1.63,90.72,4,6,1
5,1,2,1.6,61.24,3,8,5
7,1,4,,,4,5,3
7,1,4,1.63,48.08,2,6,5
3,1,1,1.65,80.74,4,6,4
7,2,4,1.98,77.11,2,6,1
4,2,2,1.65,47.63,1,5,3
4,2,2,1.65,72.58,4,8,2
7,2,4,1.8,95.26,4,7,1
5,2,2,1.83,72.58,3,6,4
6,1,3,1.57,72.12,4,8,3
5,1,3,1.68,92.08,4,8,3
4,2,1,1.8,100.25,3,8,5
3,1,1,1.6,45.36,2,6,5
4,2,1,1.83,88.45,4,6,2
4,1,1,1.63,47.17,2,6,3
5,1,3,1.6,52.16,3,6,3
3,1,1,1.68,58.97,3,6,3
7,1,4,1.52,44.45,2,8,4
5,2,2,1.85,77.11,4,5,3
4,2,1,1.78,144.7,5,6,2
4,2,1,1.7,72.58,3,6,1
5,1,2,1.57,68.04,4,1,3
4,2,2,1.8,109.77,3,8,3
7,1,4,1.7,72.58,4,5,5
4,2,1,1.7,74.84,4,6,2
3,1,1,1.68,38.56,1,6,3
5,2,2,1.83,97.98,4,7,3
4,2,1,1.7,54.43,,,
4,1,1,1.65,53.52,2,8,2
6,2,3,1.78,73.48,3,8,2
7,2,3,1.75,57.15,2,5,4
3,1,1,1.65,38.56,1,7,4
6,1,3,1.65,61.24,4,7,4
4,1,1,1.65,86.18,5,7,5
4,1,2,1.6,54.43,4,6,3
4,2,1,1.8,49.9,2,6,2
6,1,3,1.6,61.24,3,6,4
6,1,3,1.57,81.65,5,6,3
6,2,4,1.63,86.18,4,8,3
5,2,3,1.75,68.04,3,6,2
5,2,2,1.73,58.97,2,6,2
5,1,1,1.57,53.07,2,5,5
6,2,2,1.78,77.11,3,6,
6,2,3,1.7,56.7,1,8,4
6,2,3,1.88,81.65,4,8,3
7,1,4,1.6,58.06,3,6,2
5,2,2,1.8,92.53,3,8,3
6,1,3,1.6,108.86,5,8,3
5,1,3,1.7,70.31,3,8,3
4,1,1,1.65,65.77,5,8,4
5,1,2,1.55,49.9,2,8,4
5,2,2,1.68,68.04,,,
3,2,1,1.8,59.88,1,8,3
7,2,4,1.78,83.46,3,8,1
5,2,2,1.7,89.81,4,6,4
3,2,1,1.88,76.2,3,2,2
3,1,1,1.57,47.63,1,8,2
6,1,2,1.47,49.9,3,8,3
4,2,1,1.83,65.77,2,6,2
5,1,2,1.57,54.43,3,8,5
5,1,2,1.6,78.02,4,7,4
5,2,5,,,5,6,3
4,1,1,1.63,88,5,4,4
4,2,1,1.65,53.98,3,6,1
3,1,1,1.57,44.45,,6,1
4,1,1,1.63,43.09,3,8,3
6,2,3,1.75,77.11,3,8,4
5,2,4,,,4,5,4
5,2,2,1.88,83.92,3,8,1
5,2,2,1.78,68.04,3,6,2
4,1,1,1.65,50.35,4,5,4
4,2,2,1.75,63.5,3,7,2
4,2,1,1.8,54.43,1,8,5
5,1,2,1.65,83.92,4,8,5
5,1,2,1.73,67.59,4,8,4
6,1,3,1.65,74.84,3,8,4
6,1,3,1.68,93.9,4,6,5
4,1,1,1.63,89.81,5,8,5
5,2,2,1.75,68.04,3,6,1
4,2,1,1.73,70.76,3,4,3
4,1,2,1.5,54.43,3,2,3
5,2,2,1.8,140.62,5,6,4
7,1,4,1.75,50.8,2,6,3
4,1,1,1.57,58.97,4,8,5
5,2,3,1.83,52.16,2,6,4
7,2,4,,,3,8,3
6,1,3,1.52,63.5,4,8,3
4,1,2,1.57,44,3,8,2
7,1,4,1.68,72.58,4,6,4
6,1,2,1.73,51.26,3,6,4
7,1,4,1.68,69.85,4,8,4
7,2,4,1.88,131.54,4,6,5
4,1,1,1.52,56.7,3,8,3
6,2,3,1.78,79.38,3,6,1
7,2,4,1.73,86.18,3,7,1
6,2,4,1.83,68.04,2,3,2
5,2,2,1.83,74.84,3,8,2
5,2,1,1.73,72.58,4,8,3
4,1,1,1.5,53.98,3,4,4
6,2,4,1.88,77.11,3,6,3
7,2,3,1.88,73.03,1,5,2
7,2,4,1.9,122.47,3,8,2
4,1,1,1.7,90.72,4,1,3
4,1,1,,,3,8,4
6,2,3,1.68,72.58,3,7,3
7,2,4,1.75,81.65,3,6,2
5,1,3,1.55,102.51,4,1,2
6,1,4,1.6,68.04,3,7,3
5,2,3,1.9,83.46,4,6,2
5,1,3,1.63,63.05,3,5,2
5,1,3,1.73,52.16,2,8,3
7,1,4,1.68,108.86,4,6,3
6,2,3,1.7,64.41,2,1,4
7,2,4,1.75,52.16,1,6,3
5,1,3,1.68,85.28,4,6,3
7,2,4,1.78,58.97,2,7,3
5,1,2,1.65,61.24,3,6,3
5,1,3,1.65,52.16,2,8,3
7,2,4,1.73,73.03,3,7,1
5,1,2,1.68,61.24,3,8,2
6,2,3,1.88,117.94,5,6,3
7,1,4,1.65,58.97,3,8,3
5,2,2,,,5,7,4
6,2,3,1.93,83.92,3,4,1
7,1,4,1.6,52.16,2,8,3
4,2,2,1.7,82.1,4,8,4
7,2,3,1.85,65.77,2,7,3
7,2,4,2.03,180.99,5,3,5
6,2,2,1.65,66.23,2,1,1
4,2,1,1.73,106.6,4,2,1
5,1,1,,,5,7,4
5,1,3,1.55,44.45,2,8,3
7,2,4,1.78,100.7,4,4,5
5,1,2,1.73,92.99,4,8,4
5,1,1,1.6,58.06,2,1,1
4,1,1,1.57,53.07,2,6,3
6,1,3,1.68,56.7,3,8,3
6,1,4,1.45,38.56,3,8,4
5,1,2,,,4,7,5
4,2,1,,,2,8,3
4,2,1,1.78,70.31,3,1,1
7,1,4,1.7,63.5,4,6,2
5,2,2,,,3,5,2
4,1,1,1.55,61.24,3,8,5
4,1,1,,,4,8,3
7,1,4,1.6,56.7,4,7,4
6,2,2,,,4,2,1
4,2,1,1.78,65.32,3,7,4
4,2,1,1.8,107.05,5,8,2
6,1,3,,,4,8,3
7,2,4,1.7,76.66,3,6,3
5,2,2,1.83,95.26,5,,
5,1,3,1.52,79.38,4,6,3
7,2,4,1.88,86.18,3,8,2
5,1,2,1.78,75.3,4,8,4
4,1,1,1.7,52.16,3,7,3
6,1,4,1.7,104.33,4,6,3
3,1,1,1.65,81.65,3,6,3
4,2,1,1.7,52.16,3,2,2
6,1,3,1.65,63.5,4,6,4
5,2,1,1.83,73.94,3,2,1
4,2,1,,,3,2,1
6,1,3,1.55,52.16,3,8,3
7,2,4,1.96,127.01,4,5,3
3,1,1,1.73,52.62,1,8,3
4,2,1,1.73,80.74,4,6,3
6,1,3,1.6,63.5,4,4,3
7,1,4,1.68,91.63,4,8,3
4,2,1,1.65,104.33,5,8,3
6,1,4,1.7,95.26,5,6,4
6,2,3,1.78,76.66,3,8,3
4,2,1,1.65,49.9,3,1,3
3,2,1,1.78,65.77,3,8,1
6,1,3,1.6,56.7,3,7,4
7,1,4,1.63,61.24,3,6,2
5,2,2,1.75,117.94,5,8,3
5,2,1,1.78,61.24,2,8,5
4,2,1,1.78,62.6,,8,1
7,2,4,1.85,117.94,4,6,3
5,2,2,1.63,45.81,1,7,3
4,1,1,1.6,56.7,3,6,3
5,1,3,1.73,108.86,3,8,3
7,2,4,1.78,80.74,4,8,3
3,1,1,1.8,83.92,4,1,4
3,1,1,1.57,56.7,3,8,3
4,1,1,1.68,50.8,4,4,2
4,2,1,1.85,86.18,3,6,3
4,2,1,1.73,74.84,3,6,4
3,1,1,1.65,95.26,4,8,2
5,1,1,1.6,40.82,2,8,1
4,2,1,1.8,71.22,3,6,2
4,2,1,1.75,54.43,1,8,1
4,1,1,,,3,8,3
4,2,1,1.7,48.54,2,8,2
5,1,1,1.73,161.48,3,4,1
5,2,1,1.8,63.5,3,4,3
6,1,4,1.57,61.24,3,6,2
5,1,2,1.65,65.77,3,7,3
7,1,3,1.68,49.9,2,8,5
7,2,3,1.75,88,3,8,3
5,1,3,1.52,45.36,3,6,2
7,1,4,1.65,61.24,3,6,3
6,1,2,1.65,45.36,4,8,4
7,2,4,1.88,86.18,4,8,2
5,2,2,1.78,63.5,2,6,4
6,1,3,1.63,81.65,3,6,2
5,2,1,1.65,63.5,4,6,3
6,2,3,1.83,90.72,3,1,2
6,2,3,1.78,99.79,4,6,2
5,1,2,1.52,52.16,4,6,4
7,2,4,1.75,74.84,3,7,2
7,2,4,1.83,81.65,3,6,4
4,1,2,1.68,49.9,2,6,4
4,1,1,1.6,54.43,3,8,1
5,2,3,1.88,79.38,3,1,1
5,2,3,1.83,80.74,3,6,3
5,2,2,1.73,59.88,3,6,4
7,1,4,1.73,92.99,4,6,3
6,2,2,1.83,70.31,2,8,3
4,2,1,1.75,69.4,3,1,2
5,1,3,1.75,73.94,3,8,4
6,1,3,1.57,56.7,3,6,4
7,2,4,1.65,89.36,4,8,1
