q1,q2,q3,q6,q7,q66,q80,q84
3,2,1,,,,8,
7,2,4,1.8,111.13,,6,
3,,1,,,,8,
5,1,3,1.57,58.97,,6,
5,2,2,1.83,63.5,,6,
4,1,2,1.73,53.52,,8,
5,2,2,1.68,74.84,,6,
5,1,3,,,,6,
7,1,5,,,,8,
5,2,2,1.85,81.65,,8,
6,2,3,,,,8,
6,1,4,1.57,47.63,,6,
4,1,2,1.6,52.16,,6,
5,2,3,1.83,105.24,,1,
6,,3,,,,6,
4,2,2,,,,6,
5,2,2,1.75,60.78,,6,
6,2,3,1.93,64.86,,6,
4,2,2,1.83,108.86,,6,
6,2,3,1.68,54.43,,6,
4,2,1,1.75,63.5,,6,
3,2,1,1.7,67.13,,5,
4,2,2,1.78,92.99,,8,
6,2,3,1.7,70.31,,8,
5,2,3,1.78,54.43,,6,
4,2,2,1.8,95.26,,3,
5,2,3,1.73,87.54,,6,
6,1,4,1.57,58.97,,6,
4,1,1,,,,8,
5,1,3,1.63,63.5,,8,
6,2,4,1.8,74.84,,4,
6,1,3,1.65,52.16,,6,
5,2,2,1.88,103.42,,8,
4,2,1,1.73,56.7,,5,
5,2,3,1.85,102.06,,8,
5,1,2,1.55,58.97,,6,
5,2,3,1.73,65.77,,2,
5,1,3,,,,6,
5,2,2,,,,7,
3,2,1,1.68,52.62,,1,
4,1,2,1.57,44.45,,6,
6,2,4,1.8,70.31,,6,
6,2,4,1.63,61.24,,5,
3,2,1,1.8,61.24,,6,
4,,2,,,,3,
5,1,2,1.6,86.18,,8,
5,2,3,1.85,81.65,,6,
3,2,1,1.7,54.43,,5,
7,2,4,1.8,71.67,,1,
5,2,3,1.78,58.51,,6,
5,2,2,1.75,117.94,,8,
5,1,2,1.6,63.5,,8,
5,1,3,,,,8,
3,1,1,1.57,56.7,,8,
6,1,3,1.68,83.92,,6,
5,1,2,1.6,68.04,,6,
6,2,3,1.75,54.43,,7,
1,2,5,,,,8,
4,1,2,,,,8,
6,2,3,1.68,85.73,,4,
4,2,1,1.63,92.53,,1,
4,2,1,1.63,88.91,,4,
4,1,2,1.6,47.63,,8,
6,1,4,1.65,58.06,,6,
5,1,2,1.63,61.69,,5,
6,2,4,1.8,79.38,,1,
7,2,4,1.85,102.06,,8,
6,2,4,1.73,81.65,,8,
6,1,4,1.6,64.86,,2,
7,2,4,1.8,81.65,,5,
4,1,2,1.63,54.43,,8,
6,1,3,1.65,99.79,,6,
3,,1,,,,7,
6,1,4,1.63,77.11,,5,
5,2,3,1.85,74.84,,8,
3,2,1,1.75,65.77,,8,
3,2,1,1.75,61.24,,5,
4,1,2,1.75,63.5,,6,
7,1,4,1.42,56.7,,6,
4,1,1,,,,8,
5,2,2,1.83,68.04,,6,
6,1,4,1.52,51.71,,8,
5,1,3,1.7,79.38,,7,
5,2,1,1.75,56.7,,8,
4,1,1,1.8,68.04,,6,
4,1,2,1.57,52.16,,8,
7,2,4,1.88,128.82,,4,
4,2,2,1.68,75.75,,8,
5,1,3,1.65,63.5,,6,
7,2,4,1.83,149.69,,2,
4,2,1,1.68,56.7,,8,
4,2,1,1.83,54.43,,6,
6,1,3,1.5,74.84,,1,
5,2,2,1.73,87.54,,6,
4,1,2,1.68,56.7,,8,
5,2,3,1.7,63.5,,8,
6,2,4,1.83,84.37,,8,
4,2,2,,,,6,
4,1,1,,,,6,
3,1,1,1.65,97.52,,6,
4,1,1,1.7,65.77,,8,
6,1,4,1.7,59.88,,6,
6,1,4,1.65,50.8,,5,
4,2,1,1.78,54.43,,8,
6,1,4,1.63,87.54,,8,
4,1,1,1.52,56.7,,7,
5,2,3,1.57,63.5,,6,
4,2,1,,,,7,
4,1,2,1.68,88.45,,1,
3,1,1,1.47,49.9,,6,
4,1,1,1.68,45.36,,6,
4,2,1,1.85,74.84,,8,
7,1,4,1.78,83.92,,7,
4,2,1,1.73,92.99,,6,
4,1,2,1.63,61.24,,6,
7,1,4,1.52,61.69,,6,
5,2,2,1.75,58.97,,8,
4,1,2,,,,8,
6,2,3,1.73,68.04,,7,
7,1,4,1.63,61.24,,7,
5,1,2,,,,8,
7,2,4,1.75,63.5,,6,
5,1,3,,,,7,
7,2,4,1.75,92.99,,6,
3,1,1,1.55,49.9,,8,
3,2,1,1.73,58.97,,6,
4,1,1,1.6,54.43,,7,
6,2,3,1.68,55.79,,8,
4,,2,,,,8,
6,1,3,1.63,49.9,,3,
5,2,2,1.83,95.26,,5,
4,2,1,1.83,82.56,,8,
4,1,2,1.55,54.43,,8,
5,1,2,1.6,64.41,,8,
5,2,2,1.65,67.59,,7,
7,1,4,1.73,53.52,,8,
4,1,1,,,,6,
5,2,3,1.63,58.97,,7,
5,2,3,1.78,90.72,,5,
5,1,3,,,,8,
4,2,2,,,,5,
6,2,4,1.78,72.58,,7,
6,2,3,,,,6,
4,1,2,,,,6,
6,1,3,1.55,58.97,,6,
4,2,2,1.7,65.77,,5,
6,2,3,1.73,52.62,,6,
4,1,2,1.7,62.6,,6,
4,1,1,1.65,54.43,,8,
3,1,1,1.68,54.43,,8,
6,1,3,1.6,81.65,,2,
5,2,3,1.73,83.92,,7,
3,1,1,1.6,106.6,,4,
6,2,4,1.83,90.72,,1,
5,1,3,1.63,68.04,,8,
6,1,4,,,,7,
4,2,2,1.73,62.6,,8,
3,2,1,1.65,52.16,,6,
7,1,4,1.63,63.5,,6,
5,2,3,1.68,74.84,,1,
7,1,4,1.47,51.26,,6,
6,1,3,1.75,72.58,,8,
5,1,2,1.63,83.92,,7,
7,2,4,1.93,83.92,,6,
3,2,1,1.78,68.04,,8,
4,1,1,1.68,62.6,,6,
5,1,2,1.63,63.5,,8,
5,1,3,1.42,45.36,,8,
3,1,1,1.5,44,,8,
6,2,3,1.7,68.04,,6,
4,1,1,,,,6,
6,1,3,1.65,58.97,,8,
6,1,4,1.55,58.97,,8,
6,1,4,1.6,97.98,,8,
5,1,3,,,,7,
4,1,1,1.7,99.79,,6,
6,1,3,1.6,63.5,,6,
5,1,2,1.8,72.58,,6,
5,1,3,1.63,78.02,,8,
4,2,2,1.57,50.8,,8,
6,2,3,1.6,68.04,,6,
4,1,1,1.7,63.5,,6,
4,2,2,,,,8,
4,2,2,1.68,52.16,,7,
3,1,1,1.55,52.16,,6,
6,1,3,1.7,89.81,,2,
6,2,4,1.78,67.13,,7,
4,1,1,1.83,72.58,,6,
5,1,2,1.75,58.97,,6,
4,1,2,1.63,54.43,,7,
4,1,2,,,,6,
3,1,1,1.63,58.97,,6,
5,2,2,1.75,99.79,,6,
4,2,2,1.75,63.5,,8,
6,2,4,1.83,59.88,,1,
4,2,1,1.83,83.92,,6,
5,2,2,1.7,63.5,,8,
3,1,1,1.63,52.16,,6,
5,2,2,1.75,85.73,,1,
4,1,1,1.57,54.43,,7,
6,1,4,1.7,99.79,,1,
6,2,3,,,,1,
4,2,2,1.88,108.86,,7,
3,1,1,1.65,61.24,,6,
7,1,4,1.7,81.65,,6,
4,1,2,1.52,58.97,,8,
3,2,1,1.63,48.54,,7,
4,2,2,1.78,104.33,,8,
5,1,3,1.6,129.28,,8,
4,1,2,1.75,58.97,,6,
5,1,2,1.83,68.04,,7,
4,2,2,1.63,113.4,,8,
4,1,2,1.68,61.24,,5,
4,2,1,1.75,68.04,,4,
5,1,2,1.68,61.24,,8,
4,1,1,1.57,52.16,,8,
6,,3,,,,6,
6,2,3,1.85,108.86,,8,
7,2,4,1.83,77.11,,6,
6,2,3,1.78,81.65,,1,
5,1,3,,,,1,
7,2,4,1.8,72.58,,8,
5,1,2,1.52,49.9,,8,
4,2,2,1.65,66.68,,6,
4,1,1,1.55,44.45,,8,
5,2,2,1.7,54.89,,5,
4,2,1,1.6,64.86,,4,
3,2,1,1.73,55.34,,6,
7,2,4,1.83,83.92,,6,
5,2,3,1.8,73.03,,8,
7,2,4,1.85,58.97,,1,
4,2,2,1.68,59.42,,6,
4,2,2,1.78,90.72,,2,
4,1,2,1.52,68.04,,6,
3,1,1,1.57,63.5,,8,
4,1,2,1.65,63.96,,6,
3,1,1,,,,8,
4,1,2,1.47,38.56,,8,
4,1,1,1.6,54.89,,6,
3,1,1,1.7,56.7,,6,
6,1,3,1.73,83.92,,6,
5,2,3,1.68,68.04,,8,
6,2,3,1.8,86.18,,1,
4,1,2,1.55,56.7,,8,
6,2,3,1.78,74.84,,6,
4,2,2,1.6,54.43,,8,
5,2,3,,,,4,
4,1,1,1.68,68.04,,6,
3,2,1,1.65,86.18,,6,
3,1,1,1.75,72.58,,6,
5,2,2,1.78,74.84,,5,
4,2,1,1.68,65.77,,6,
7,1,4,1.55,77.11,,7,
7,1,4,1.68,63.5,,5,
5,1,2,1.65,72.58,,8,
5,1,2,1.55,44.91,,6,
3,2,1,1.78,68.04,,6,
3,2,1,,,,6,
4,1,2,1.5,58.97,,8,
4,2,2,1.8,95.26,,7,
3,1,1,1.57,54.43,,3,
5,1,2,1.75,61.24,,8,
3,2,1,,,,1,
7,1,4,1.5,71.22,,8,
5,1,3,1.52,45.36,,8,
6,2,3,1.7,62.6,,1,
7,1,4,1.55,52.16,,8,
4,1,2,1.57,48.08,,8,
5,2,2,1.85,72.58,,8,
4,1,2,1.45,49.9,,8,
6,2,4,1.8,68.04,,5,
5,2,2,1.78,45.36,,7,
3,2,1,1.7,54.43,,8,
3,1,1,1.68,52.16,,6,
5,2,2,1.57,53.07,,6,
4,1,2,1.65,56.7,,6,
5,1,2,,,,6,
6,1,3,1.73,56.7,,8,
4,1,2,,,,5,
6,2,3,1.68,75.3,,8,
4,2,1,1.68,53.52,,6,
4,1,1,,,,6,
3,2,1,1.6,49.9,,6,
4,1,1,,,,5,
6,2,4,1.78,90.72,,8,
6,2,3,1.75,127.01,,8,
4,2,2,1.85,86.18,,6,
4,2,1,1.78,104.33,,7,
6,2,4,1.83,77.11,,8,
7,1,4,1.65,47.63,,6,
5,1,3,1.52,68.04,,8,
5,2,2,1.73,54.43,,6,
6,1,3,1.73,66.23,,8,
6,1,4,1.65,49.9,,8,
5,1,3,1.65,57.61,,8,
2,1,1,1.57,45.36,,2,
6,1,3,1.6,54.43,,7,
4,1,1,,,,1,
4,,1,,,,6,
6,,4,,,,7,
3,1,1,,,,3,
5,1,2,1.63,61.24,,5,
6,1,3,1.6,54.43,,8,
3,2,1,,,,8,
4,2,1,1.8,77.11,,6,
5,2,3,1.7,58.97,,8,
5,1,2,1.5,36.29,,8,
6,1,4,1.47,48.99,,8,
4,2,2,1.88,66.23,,3,
3,2,1,1.7,81.65,,2,
4,1,1,1.55,53.52,,8,
5,2,3,1.73,64.86,,6,
3,2,1,1.68,104.33,,8,
7,2,4,1.83,71.22,,8,
5,2,2,1.7,68.04,,5,
5,2,2,,,,2,
6,2,3,1.75,90.72,,5,
4,,2,,,,8,
6,1,4,1.57,47.63,,8,
5,1,3,1.65,61.24,,6,
5,2,2,1.75,101.15,,8,
3,2,1,,,,1,
4,2,1,1.7,54.43,,8,
4,1,2,1.5,51.26,,8,
4,2,1,1.6,60.78,,8,
3,1,1,,,,6,
5,1,2,,,,8,
7,,1,,,,1,
4,1,2,1.75,63.5,,6,
5,1,3,1.57,53.07,,8,
3,1,1,1.65,54.43,,7,
6,1,3,1.52,54.43,,8,
4,1,2,1.45,41.73,,8,
6,2,4,1.75,56.7,,7,
5,2,3,1.75,76.2,,4,
3,1,1,1.55,48.54,,2,
4,1,2,,,,6,
5,1,2,1.65,53.98,,8,
7,1,4,1.55,49.9,,6,
6,1,4,1.63,98.43,,8,
3,2,1,1.57,49.44,,7,
4,1,2,1.5,53.52,,6,
4,1,2,,,,6,
3,2,1,1.75,58.97,,8,
4,1,1,1.63,49.44,,8,
5,1,2,,,,6,
4,1,1,1.65,58.97,,6,
5,1,2,1.57,77.11,,6,
3,1,1,1.6,42.18,,6,
4,2,1,1.65,54.43,,5,
6,1,3,1.73,81.65,,8,
4,1,1,1.57,47.17,,8,
3,2,1,1.65,51.26,,6,
6,2,4,1.88,70.31,,5,
4,2,1,1.75,70.31,,8,
5,1,3,1.65,69.4,,6,
3,1,1,1.7,63.5,,8,
6,1,3,1.75,72.58,,5,
4,1,2,1.55,52.62,,7,
4,2,2,1.78,72.58,,7,
7,1,4,1.52,53.52,,8,
6,1,4,1.68,67.13,,7,
6,1,4,1.6,58.06,,8,
6,1,4,1.6,104.33,,6,
5,2,3,1.63,54.43,,6,
4,2,1,1.6,54.89,,8,
5,2,2,,,,4,
4,2,1,1.78,95.26,,6,
6,2,4,1.83,64.86,,1,
3,2,1,,,,6,
4,1,1,1.65,88.91,,8,
5,1,3,1.65,77.11,,6,
4,1,2,1.65,63.5,,6,
7,1,4,1.68,54.43,,4,
4,1,2,,,,5,
6,1,4,1.68,55.34,,8,
5,2,2,1.75,66.68,,4,
4,1,2,1.7,88.91,,6,
5,2,3,1.78,68.04,,6,
7,2,4,1.63,56.7,,8,
4,1,1,1.57,52.16,,6,
5,1,3,1.57,55.79,,4,
4,2,2,1.73,62.6,,1,
3,1,1,1.7,56.7,,6,
5,1,2,1.65,62.14,,6,
5,1,3,1.63,93.44,,2,
5,1,3,,,,6,
5,1,3,1.7,81.65,,6,
4,2,2,1.73,60.78,,6,
4,2,1,1.73,58.51,,8,
5,1,2,1.6,47.17,,6,
6,2,4,1.6,47.63,,4,
6,1,3,,,,6,
6,1,3,1.8,74.84,,6,
4,1,1,1.55,54.43,,2,
4,,1,,,,2,
4,2,1,1.73,61.24,,8,
6,2,3,,,,6,
5,1,3,1.5,52.16,,8,
3,1,1,1.57,52.62,,6,
5,2,2,1.78,65.77,,8,
4,2,1,1.73,68.04,,6,
5,2,2,1.68,40.82,,8,
4,,1,,,,6,
4,2,2,1.8,83.92,,6,
6,1,3,1.65,63.5,,6,
4,2,1,1.83,62.6,,5,
4,2,2,,,,4,
4,1,1,1.55,57.61,,6,
5,1,2,1.6,50.8,,3,
3,2,1,1.8,58.97,,5,
6,1,3,1.7,62.14,,8,
4,2,2,,,,6,
4,1,2,,,,8,
5,1,2,1.55,62.14,,8,
4,1,2,1.63,45.36,,8,
4,1,2,1.7,45.36,,6,
4,1,2,1.63,56.7,,6,
4,1,1,1.6,53.07,,6,
3,1,1,1.63,63.5,,8,
5,2,2,1.6,63.5,,6,
3,1,1,1.63,68.04,,8,
6,1,4,1.55,72.58,,8,
5,1,2,1.63,104.33,,8,
3,2,1,,,,6,
4,2,2,1.8,95.26,,5,
3,2,1,1.83,92.99,,6,
3,2,1,1.65,68.04,,5,
6,1,4,1.63,62.14,,5,
6,2,3,1.68,57.15,,6,
6,2,4,1.75,64.86,,8,
5,2,2,1.75,69.85,,7,
5,2,3,1.7,56.7,,2,
4,1,2,,,,8,
6,2,3,1.78,90.72,,6,
4,1,1,1.73,81.65,,8,
3,2,1,1.93,131.54,,8,
6,2,3,1.78,72.58,,5,
6,2,3,,,,8,
6,1,3,1.7,71.22,,6,
6,2,4,1.63,61.24,,6,
4,2,2,1.63,53.52,,6,
5,1,2,1.55,72.58,,8,
5,,2,,,,7,
5,2,3,1.9,104.33,,6,
5,1,3,,,,8,
3,1,1,1.65,50.35,,8,
6,1,4,1.7,58.97,,8,
6,2,3,1.73,79.38,,6,
6,2,3,1.73,72.58,,6,
6,2,3,,,,6,
6,1,3,1.63,54.43,,6,
7,2,4,1.73,94.8,,5,
5,1,2,1.6,53.52,,1,
4,2,2,1.83,98.88,,6,
4,1,1,1.5,58.97,,8,
3,1,1,1.65,68.04,,4,
3,1,1,1.5,38.1,,8,
3,1,1,1.63,58.97,,8,
4,1,2,1.4,58.97,,1,
5,2,2,1.8,75.3,,6,
5,1,2,,,,6,
5,2,3,1.78,71.67,,8,
3,1,1,,,,4,
4,2,1,,,,4,
6,2,3,1.8,90.72,,6,
4,1,2,1.68,84.82,,7,
3,2,1,1.7,64.41,,8,
6,1,3,1.65,54.43,,7,
3,1,1,1.47,53.07,,6,
3,2,1,1.65,56.7,,3,
5,1,3,1.57,72.58,,5,
5,2,2,1.75,90.72,,6,
3,1,1,1.6,52.62,,6,
5,2,2,1.85,86.18,,6,
4,1,1,1.52,43.55,,8,
6,2,4,1.75,158.76,,8,
4,1,2,1.65,50.35,,7,
3,2,1,1.78,64.86,,6,
6,1,3,1.55,68.04,,6,
4,2,2,1.78,56.7,,6,
6,2,3,1.88,90.27,,8,
4,1,1,,,,6,
3,2,1,1.85,77.11,,6,
7,2,4,1.75,72.58,,6,
4,1,1,1.68,54.43,,6,
4,1,2,1.47,49.9,,8,
4,2,1,1.6,80.74,,6,
3,2,1,1.73,68.04,,8,
3,1,1,,,,8,
3,2,1,1.63,52.16,,6,
4,1,1,1.63,68.95,,8,
4,1,2,1.68,63.5,,6,
6,2,3,1.6,71.67,,6,
6,2,3,1.52,54.43,,7,
4,1,1,1.68,63.5,,8,
5,1,2,,,,7,
7,1,4,1.7,63.5,,3,
7,1,4,1.5,48.99,,6,
7,1,4,1.7,51.71,,5,
5,2,3,1.78,131.09,,8,
4,2,1,1.63,45.36,,8,
4,2,1,1.83,83.92,,8,
5,2,2,1.85,76.2,,6,
5,2,2,1.8,81.65,,5,
4,2,2,1.7,63.5,,7,
4,1,1,1.57,53.52,,8,
5,1,2,1.75,59.88,,6,
5,2,3,1.83,77.11,,6,
6,1,4,1.75,113.4,,8,
5,1,3,,,,8,
3,1,1,1.6,50.8,,6,
5,1,3,1.63,68.04,,5,
7,1,4,1.6,72.58,,8,
5,2,2,1.73,61.24,,7,
4,2,2,,,,8,
5,1,2,1.52,58.06,,6,
4,2,1,1.78,74.39,,6,
6,1,1,1.45,83.01,,8,
4,2,2,1.78,70.31,,7,
5,2,3,1.73,58.97,,8,
7,1,4,1.57,46.27,,6,
3,2,1,1.65,58.06,,5,
5,1,3,1.63,75.3,,6,
7,2,4,1.7,72.58,,6,
6,2,3,1.85,61.24,,6,
4,1,2,1.65,54.43,,6,
4,2,1,1.83,77.11,,8,
5,1,3,1.68,81.65,,6,
5,2,3,1.68,68.04,,6,
5,2,2,,,,2,
5,2,3,1.7,52.16,,7,
4,1,1,1.52,38.1,,7,
4,2,1,1.78,113.4,,6,
5,1,2,1.5,64.41,,6,
4,2,1,,,,8,
4,1,2,1.63,54.43,,6,
4,1,1,1.57,69.4,,8,
6,1,3,,,,6,
7,2,4,1.93,85.28,,8,
4,2,1,1.7,63.5,,1,
4,1,1,1.6,74.84,,7,
4,2,1,1.8,96.16,,4,
4,2,1,,,,8,
6,2,3,,,,4,
3,2,1,1.85,90.72,,6,
5,1,2,,,,6,
6,2,4,1.75,92.99,,5,
3,1,1,,,,,
4,2,2,,,,6,
4,2,2,1.68,67.59,,6,
4,2,1,1.68,52.16,,3,
4,2,1,1.7,77.11,,6,
4,2,2,1.68,56.7,,6,
5,1,3,1.6,58.97,,5,
4,1,1,1.63,52.16,,6,
3,1,1,1.57,70.76,,6,
5,2,3,,,,6,
4,2,1,1.83,102.06,,6,
5,1,3,1.52,52.16,,6,
6,1,3,1.55,64.41,,8,
5,1,2,1.63,79.38,,6,
5,1,2,1.5,49.9,,8,
4,2,1,1.65,70.31,,6,
4,1,2,1.55,52.62,,6,
5,2,2,1.73,69.85,,5,
5,1,3,1.65,97.07,,6,
3,2,1,1.83,61.24,,6,
4,1,1,1.57,60.33,,7,
5,1,3,1.6,56.25,,6,
4,2,2,1.65,40.82,,8,
3,2,1,1.57,53.98,,6,
6,1,3,1.68,83.01,,8,
4,2,1,1.85,72.58,,8,
3,2,1,1.45,90.27,,8,
5,1,3,1.65,81.65,,7,
3,2,1,1.73,87.54,,6,
7,2,4,1.8,71.67,,7,
5,1,2,1.52,54.43,,8,
5,2,2,1.6,51.26,,8,
3,1,1,,,,6,
5,1,3,1.57,47.63,,8,
3,1,1,1.73,56.7,,6,
6,1,3,1.5,49.9,,8,
6,1,3,1.85,58.97,,8,
6,1,3,1.68,65.77,,6,
4,2,1,,,,1,
5,2,2,1.7,63.5,,2,
5,2,2,,,,6,
4,1,1,1.55,62.6,,6,
6,2,3,1.65,54.43,,8,
4,1,2,1.68,58.97,,6,
4,,2,,,,6,
3,2,1,1.7,56.7,,6,
3,1,1,1.57,65.77,,6,
4,1,2,1.52,43.09,,6,
6,2,3,,,,5,
4,2,1,1.88,89.36,,8,
5,2,2,,,,7,
5,1,2,1.7,52.16,,5,
6,1,3,1.75,109.77,,6,
3,2,1,1.7,64.86,,6,
4,1,2,,,,8,
4,1,2,1.57,61.24,,6,
6,2,3,1.75,68.04,,6,
3,1,1,1.7,58.97,,1,
5,1,3,1.6,56.7,,8,
3,1,1,1.52,61.24,,6,
4,2,1,1.78,88.45,,8,
7,1,4,1.7,74.84,,6,
3,1,1,,,,7,
7,1,4,1.68,99.79,,4,
4,1,2,1.65,48.99,,8,
6,1,3,1.63,90.72,,8,
4,1,1,1.68,72.58,,6,
5,1,2,,,,8,
4,2,2,1.68,54.43,,6,
4,2,1,1.73,142.88,,6,
4,1,1,1.73,65.77,,6,
5,2,3,1.78,72.58,,8,
4,1,1,,,,8,
5,1,3,1.6,52.16,,6,
4,2,1,1.73,56.7,,7,
5,2,2,1.83,90.72,,8,
4,1,1,1.6,49.9,,5,
4,2,1,1.73,90.72,,8,
5,1,3,,,,4,
7,2,4,1.7,93.44,,8,
6,2,3,1.6,88.45,,8,
6,1,3,1.65,51.26,,8,
5,1,3,1.6,73.94,,6,
4,2,2,1.75,83.01,,6,
4,1,2,,,,6,
4,2,2,1.83,77.11,,6,
7,1,4,1.57,49.9,,8,
5,2,2,,,,8,
4,1,1,,,,8,
4,2,2,1.68,62.6,,6,
7,1,5,,,,8,
4,2,1,1.68,64.41,,6,
3,1,1,1.6,52.16,,7,
6,1,3,,,,2,
3,1,1,1.68,52.16,,6,
4,1,1,1.73,61.24,,6,
5,2,2,1.8,58.97,,5,
4,1,2,1.7,74.84,,4,
5,2,3,1.85,129.28,,8,
3,1,1,1.7,81.65,,6,
3,2,1,1.63,63.5,,8,
7,2,4,1.8,95.26,,6,
3,1,1,1.73,54.43,,6,
4,1,2,,,,1,
4,2,1,1.73,63.5,,1,
3,,1,,,,5,
6,2,3,1.6,54.43,,8,
3,1,1,,,,5,
6,1,3,1.52,64.41,,6,
5,2,2,1.75,64.41,,4,
6,2,3,,,,5,
4,2,2,1.7,57.61,,5,
6,2,3,,,,6,
4,2,1,1.57,41.73,,6,
4,2,1,1.63,77.11,,6,
6,1,3,1.63,99.79,,8,
7,1,4,,,,6,
7,2,4,,,,8,
3,1,1,1.65,63.05,,8,
5,2,3,1.75,65.77,,6,
4,1,1,1.68,54.43,,6,
3,1,1,1.7,61.69,,5,
3,2,1,1.78,95.26,,5,
6,1,4,1.5,58.97,,8,
4,1,2,1.6,41.73,,6,
3,2,1,,,,5,
3,1,1,1.73,72.58,,6,
3,1,1,1.55,56.7,,7,
5,1,2,1.6,48.99,,8,
5,2,2,1.83,74.84,,5,
5,2,2,1.73,58.97,,8,
3,1,1,,,,4,
5,2,2,1.73,70.31,,6,
4,1,2,1.5,46.72,,1,
6,1,4,1.63,80.74,,6,
4,1,2,1.78,59.88,,8,
6,1,3,1.73,63.5,,6,
5,2,2,1.83,62.6,,7,
3,2,1,1.78,92.08,,6,
5,2,3,1.7,108.86,,6,
3,1,1,1.63,51.71,,6,
3,2,1,1.65,61.24,,7,
7,1,4,1.63,63.5,,7,
3,1,1,1.7,81.65,,4,
5,1,2,1.57,51.26,,6,
6,2,4,1.78,65.77,,6,
3,1,1,1.6,52.16,,6,
6,2,3,,,,1,
6,2,3,1.8,58.97,,6,
4,1,1,1.55,88,,6,
5,2,3,1.7,67.13,,8,
3,1,1,1.55,48.99,,8,
4,2,1,1.65,40.82,,1,
5,1,3,1.55,54.43,,8,
4,1,2,1.5,68.04,,6,
6,2,3,1.68,54.89,,6,
5,2,3,1.78,100.7,,4,
7,1,3,1.5,43.09,,8,
6,2,4,,,,6,
5,2,2,1.63,68.04,,6,
5,2,3,1.78,74.84,,6,
6,2,3,1.78,72.58,,8,
4,2,1,,,,8,
4,1,1,1.63,58.97,,8,
3,2,1,1.65,52.16,,6,
6,1,3,1.68,61.24,,8,
4,1,1,,,,8,
4,2,2,1.83,75.75,,8,
3,1,1,1.55,48.08,,8,
3,1,1,1.6,91.63,,8,
3,2,1,1.7,56.7,,6,
4,2,2,1.65,61.24,,1,
5,1,3,1.52,50.8,,6,
6,1,3,,,,8,
5,,2,,,,6,
4,2,2,1.73,70.31,,6,
4,1,1,,,,5,
3,2,1,,,,6,
4,1,2,,,,8,
6,1,3,1.7,56.7,,7,
4,2,2,,,,8,
3,1,1,,,,6,
3,2,1,,,,7,
7,1,4,1.65,53.52,,6,
5,2,2,1.78,90.72,,8,
4,2,1,1.63,45.36,,5,
5,2,3,1.85,61.24,,1,
4,2,1,1.7,54.43,,6,
4,2,1,,,,1,
2,2,1,1.5,54.43,,1,
4,1,1,1.65,48.54,,6,
4,2,1,1.65,57.61,,7,
4,2,1,1.78,63.5,,6,
6,1,2,1.5,72.58,,8,
4,2,1,1.73,86.18,,8,
7,2,4,,,,1,
3,1,1,1.63,63.5,,8,
5,1,2,1.63,54.43,,8,
4,2,1,1.75,95.26,,6,
4,2,1,1.8,84.82,,7,
4,1,1,1.47,40.82,,1,
4,1,1,1.7,57.15,,7,
4,1,2,,,,8,
7,1,4,,,,6,
4,2,2,1.68,49.9,,8,
3,2,1,,,,8,
7,2,4,,,,2,
3,1,1,1.55,49.9,,6,
3,1,1,,,,1,
5,2,2,1.8,86.18,,2,
5,2,2,1.63,58.97,,2,
4,2,2,1.8,99.79,,2,
3,2,1,1.75,74.39,,6,
4,1,2,,,,6,
3,2,1,1.75,122.47,,6,
7,2,4,,,,4,
3,2,1,1.83,54.43,,1,
5,2,2,,,,2,
4,2,1,1.8,59.88,,6,
3,2,1,1.78,58.97,,6,
5,2,2,1.63,50.8,,8,
4,2,2,1.73,58.51,,8,
4,1,1,,,,6,
4,2,1,1.7,74.84,,8,
6,2,3,1.68,61.69,,5,
4,1,2,1.63,63.5,,7,
6,1,3,1.55,53.52,,6,
3,1,1,,,,6,
4,1,2,1.55,45.36,,4,
5,1,2,1.63,50.8,,5,
7,2,4,1.65,79.38,,8,
4,2,2,1.8,96.16,,6,
4,2,2,1.78,68.04,,6,
3,1,1,1.73,55.34,,8,
4,1,1,1.6,63.5,,8,
4,2,2,1.7,71.67,,8,
6,1,3,,,,7,
3,1,1,,,,6,
4,1,1,1.65,57.61,,8,
4,1,1,,,,6,
4,2,2,2.01,113.4,,8,
5,2,2,,,,1,
3,1,1,1.6,72.58,,3,
5,1,2,1.73,72.58,,6,
6,2,3,1.65,55.79,,1,
4,2,1,1.7,81.65,,6,
4,2,2,1.7,99.79,,6,
6,1,3,1.52,58.97,,8,
4,2,1,1.68,61.24,,1,
6,2,4,1.68,81.65,,4,
3,2,1,1.68,57.61,,6,
4,2,1,1.6,81.65,,6,
3,1,1,1.55,52.16,,8,
4,1,1,1.57,46.27,,6,
3,1,1,,,,4,
4,2,2,1.57,57.15,,2,
3,1,1,1.6,43.55,,6,
4,2,2,1.73,68.95,,8,
4,2,2,1.83,77.11,,4,
5,2,2,,,,1,
3,1,1,1.57,99.79,,8,
4,1,2,1.52,86.18,,7,
4,2,2,1.88,81.65,,6,
4,2,1,1.73,63.05,,8,
3,2,1,1.57,48.54,,2,
6,2,4,,,,6,
4,2,1,1.7,54.43,,6,
4,1,1,,,,6,
5,2,2,1.75,66.23,,4,
3,1,1,1.6,47.63,,8,
7,2,4,,,,4,
5,1,2,1.6,86.18,,6,
4,2,1,1.63,57.61,,8,
4,2,1,1.55,58.97,,8,
4,1,2,1.52,74.84,,8,
4,1,1,1.52,52.62,,8,
6,1,4,1.6,48.99,,8,
4,1,1,1.65,54.43,,8,
5,1,2,,,,4,
